created_at,date,time,timezone,username,name,place,tweet,language,mentions,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,retweet_id,reply_to
2020-12-09 00:59:02 UTC,2020-12-09,00:59:02,0,bibo_land,Bibo Land,,"@T_Bouhafs Quand les #naziodroitiste veulent appliquer la taqia, ils ont des amis noirs et rebeu",fr,,0,0,0,['naziodroitiste'],[],https://twitter.com/Bibo_Land/status/1336475407038734343,False,,,T_Bouhafs
2020-12-09 00:58:06 UTC,2020-12-09,00:58:06,0,drivebyme1996,Teigne,,@TF12050025 @T_Bouhafs Ptn t'es perspicace toi,fr,,0,0,1,[],[],https://twitter.com/Drivebyme1996/status/1336475174271655937,False,,,TF12050025|T_Bouhafs
2020-12-09 00:57:31 UTC,2020-12-09,00:57:31,0,bibo_land,Bibo Land,,@T_Bouhafs Les #naziodroitiste ne se trouvent pas que dans la police malheureusement,fr,,0,0,0,['naziodroitiste'],[],https://twitter.com/Bibo_Land/status/1336475027026358273,False,,,T_Bouhafs
2020-12-09 00:53:11 UTC,2020-12-09,00:53:11,0,sba74755902,Séba,,@AnneTessier7 @Mikapsg1546 @T_Bouhafs Car après tout ils ne font que faire tourner l’économie française pour pouvoir financer tous les parasites qui nous enfoncent un peu plus chaque jour avec leur haine de la France (qui les soignent et nourrissent tous) seul pays au monde,fr,,0,0,0,[],[],https://twitter.com/Sba74755902/status/1336473936847114241,False,,,AnneTessier7|Mikapsg1546|T_Bouhafs
2020-12-09 00:51:56 UTC,2020-12-09,00:51:56,0,drivebyme1996,Teigne,,@NajBilal @T_Bouhafs Mdr ben va en Chine par exemple ma grande tu met pas un orteil dans un taxi,fr,,0,0,0,[],[],https://twitter.com/Drivebyme1996/status/1336473621829726219,False,,,NajBilal|T_Bouhafs
2020-12-09 00:50:12 UTC,2020-12-09,00:50:12,0,sba74755902,Séba,,"@AnneTessier7 @Mikapsg1546 @T_Bouhafs Tu as raison, continuons à financer les clandestins et le Maghreb avec l’AME et les fraudes sociales (parce que sinon nous sommes racistes) et occupons nous des patrons du CAC 40 car ils gagnent trop d’argent et font de l’optimisation fiscale",fr,,1,0,0,[],[],https://twitter.com/Sba74755902/status/1336473183885651970,False,,,AnneTessier7|Mikapsg1546|T_Bouhafs
2020-12-09 00:49:18 UTC,2020-12-09,00:49:18,0,jeanrafal1,Jean Spartacus,,@Poulin2012 @T_Bouhafs @GaspardGlanz Les vieux-beau crooner c'est tellement has been qu'il ne sait plus où il habite.  &gt; &lt;,fr,,0,0,0,[],[],https://twitter.com/JeanRafal1/status/1336472957690974209,False,,,Poulin2012|T_Bouhafs|GaspardGlanz
2020-12-09 00:47:55 UTC,2020-12-09,00:47:55,0,drivebyme1996,Teigne,,@sisitahu @T_Bouhafs Culotté de généraliser sur une couleur pour dire qu'elle est raciste,fr,,0,0,0,[],[],https://twitter.com/Drivebyme1996/status/1336472611480612864,False,,,sisitahu|T_Bouhafs
2020-12-09 00:29:23 UTC,2020-12-09,00:29:23,0,cmartel18,C. MARTEL,,@JuyRaphael @T_Bouhafs @EricPiolle Et pourquoi ils fuyaient la police? Perso je m’arrête quand un policier ou gendarme me le signifie. Et ça c’est toujours très bien passé.,fr,,0,0,0,[],[],https://twitter.com/CMARTEL18/status/1336467946105933832,False,,,JuyRaphael|T_Bouhafs|EricPiolle
2020-12-09 00:10:24 UTC,2020-12-09,00:10:24,0,hendrikslamar,Hendriks HAIKOU,,@Julasset @T_Bouhafs 😂😂😂,und,,0,0,0,[],[],https://twitter.com/HendriksLamar/status/1336463169162801153,False,,,Julasset|T_Bouhafs
2020-12-09 00:07:27 UTC,2020-12-09,00:07:27,0,ame_lance,Lance L’Ame,,@laveritepradama @T_Bouhafs Quand la police est là rode la mort  https://t.co/ZKHaJv8WYN,fr,,0,0,0,[],[],https://twitter.com/ame_lance/status/1336462427358195719,False,,,laveritepradama|T_Bouhafs
2020-12-09 00:05:12 UTC,2020-12-09,00:05:12,0,garrywindust,windust garry,,"@T_Bouhafs @christine_kelly @CNEWS Tu en dis quoi Oui-ja !  Qu'il nous casses les roustons l'envahisseur.  Ouin ouin le raciste ! Cette ""pute"" je supute qu'il m'insulte dit l'infiltré de la secte #Islamofasciste  https://t.co/i0tTpu9m7r",fr,,0,0,0,['islamofasciste'],[],https://twitter.com/GarryWindust/status/1336461860447662082,False,https://twitter.com/SeedBorn/status/973244359134142464?s=19,,T_Bouhafs|christine_kelly|CNEWS
2020-12-08 23:58:22 UTC,2020-12-08,23:58:22,0,suikon4,Suikon,,@_sadstatue @spostren @T_Bouhafs J’adore les gens comme toi prêt à dire tout et n’importe quoi pour défendre les « minorité » tu prend ce qui doit représenté (allez au hasard) 10-15% et le mettre même niveau que la majorité. Et puisque que t’aime les sciences sociales les flics ont l’expérience du terrain,fr,,0,0,0,[],[],https://twitter.com/Suikon4/status/1336460139327582208,False,,,_sadstatue|spostren|T_Bouhafs
2020-12-08 23:53:53 UTC,2020-12-08,23:53:53,0,suikon4,Suikon,,@_sadstatue @T_Bouhafs  https://t.co/Om0kMBBiqa je t’invite a te renseigner sur ce lien ou d’autre si tu veux,fr,,0,0,0,[],[],https://twitter.com/Suikon4/status/1336459011986747401,False,,,_sadstatue|T_Bouhafs
2020-12-08 23:52:36 UTC,2020-12-08,23:52:36,0,suikon4,Suikon,,@_sadstatue @T_Bouhafs raciste mais dans sa globalité se sont pour des raisons de récurrence de profil,fr,,0,0,0,[],[],https://twitter.com/Suikon4/status/1336458690531090434,False,,,_sadstatue|T_Bouhafs
2020-12-08 23:52:29 UTC,2020-12-08,23:52:29,0,suikon4,Suikon,,@_sadstatue @T_Bouhafs oublie où est la vraie violence et les réactions sont démesuré surtout quand on sait le nombre de policiers et gendarmes tué et je ne parle même pas ceux qui se sucident sans qu’il y ait des débats TV sur ce sujet. Alors oui il peut y avoir des contrôle au faciès pour des raisons,fr,,1,0,0,[],[],https://twitter.com/Suikon4/status/1336458659031814145,False,,,_sadstatue|T_Bouhafs
2020-12-08 23:52:11 UTC,2020-12-08,23:52:11,0,suikon4,Suikon,,@_sadstatue @T_Bouhafs Ok les 2 sont graves ok les flics qui sont raciste homophobe violent tout ce que tu veux doivent (quand on arrive à les repérer) virer/condamné mais ce que j’essaye te dire c’est que c’est tellement infime y’a tellement un effet loupe sur cette extrême minorité de flics que on,fr,,1,0,0,[],[],https://twitter.com/Suikon4/status/1336458584918536192,False,,,_sadstatue|T_Bouhafs
2020-12-08 23:42:09 UTC,2020-12-08,23:42:09,0,lavrof01,LaVroF,,"@Suikon4 @spostren @T_Bouhafs Que pk me menacée avec ce PA (pistolet automatique) rep « ta gélule » moi - vs savez vous ne me faites pas peur avec votre p/a je joue du famas et là le ton a changé... breff a la fin je leur ai appris à dire bonjour ,le merci au revoir y on ut du mal après la leçon de morale !!!",fr,,0,0,0,[],[],https://twitter.com/LaVroF01/status/1336456058936627203,False,,,Suikon4|spostren|T_Bouhafs
2020-12-08 23:37:11 UTC,2020-12-08,23:37:11,0,evilpotatoes1,evilpotatoes,,"@T_Bouhafs Mais en vrai, c'est quoi ces micro trotoire ou les journalistes sont plusieurs pour s'adresser aux passant ? 😂",fr,,0,0,0,[],[],https://twitter.com/evilpotatoes1/status/1336454810581741575,False,,,T_Bouhafs
2020-12-08 23:36:18 UTC,2020-12-08,23:36:18,0,lavrof01,LaVroF,,"@Suikon4 @spostren @T_Bouhafs 2 voiture pour une personne sans même dire bj je ne me suis pas laisser faire !! Et je les aies bien humiliées,primo pas de matricule je leur aie demandé leur papiers ça les a fait chier ! Puis plusieurs remarque rascistes et menaces avec armes a feux... je leur ai simplement dit",fr,,0,0,0,[],[],https://twitter.com/LaVroF01/status/1336454587633586176,False,,,Suikon4|spostren|T_Bouhafs
2020-12-08 23:35:19 UTC,2020-12-08,23:35:19,0,evilpotatoes1,evilpotatoes,,@T_Bouhafs Un tas de pays quand même ! 😂,fr,,0,0,0,[],[],https://twitter.com/evilpotatoes1/status/1336454339595005954,False,,,T_Bouhafs
2020-12-08 23:32:19 UTC,2020-12-08,23:32:19,0,lavrof01,LaVroF,,"@Suikon4 @spostren @T_Bouhafs Alors mon ami je t explique moi ancien soldat français qui suis issue de l immigration je me suis fait contrôler par la bac à Lyon vêtue comme un jeune avec sa copine avec un chino et un pulle jules, ma copine s’appelle Camille avc sa belle tête de blanche RIEN!!!",fr,,0,0,1,[],[],https://twitter.com/LaVroF01/status/1336453586201546753,False,,,Suikon4|spostren|T_Bouhafs
2020-12-08 23:31:20 UTC,2020-12-08,23:31:20,0,mumlag,Mumlag🖤,,"@T_Bouhafs et @GaspardGlanz SONT journalistes. Militants ? Oui, tout comme vous. Juste ""pas dans le même camp"", comme dirait le préfet de police",fr,t_bouhafs|gaspardglanz,0,0,0,[],[],https://twitter.com/Mumlag/status/1336453338817245186,False,https://twitter.com/Poulin2012/status/1336228878541615104,,
2020-12-08 23:28:06 UTC,2020-12-08,23:28:06,0,_sadstatue,🦜,,"@Suikon4 @spostren @T_Bouhafs Bref, on tourne en rond, tu n’y connaît rien en sciences sociales et t’es de mauvaise foi donc bonne soirée, t’es masqué",fr,,0,0,0,[],[],https://twitter.com/_sadstatue/status/1336452525600493569,False,,,Suikon4|spostren|T_Bouhafs
2020-12-08 23:28:06 UTC,2020-12-08,23:28:06,0,alydiouara,Aly D,,@T_Bouhafs « Ouais c’est la vérité » 👍🏿,fr,,0,0,2,[],[],https://twitter.com/AlyDiouara/status/1336452524715470855,False,,,T_Bouhafs
2020-12-08 23:27:21 UTC,2020-12-08,23:27:21,0,_sadstatue,🦜,,"@Suikon4 @spostren @T_Bouhafs Bah ça on le saura jamais du coup Les gens qui se font fouiller leur bagnole c’est rarement parce que les flics ont senti l’odeur de l’autre côté de la route mais bref, les « oh lui il fume pas ça se voit » alors qu’en plus de fumer ils dealent on connaît",fr,,2,0,0,[],[],https://twitter.com/_sadstatue/status/1336452335523016705,False,,,Suikon4|spostren|T_Bouhafs
2020-12-08 23:21:55 UTC,2020-12-08,23:21:55,0,_sadstatue,🦜,,"@Suikon4 @T_Bouhafs Puis les Blancs meurent en grande majorité de la main d’autres Blancs, les Hispaniques pareil donc ce que tu dis ne prouve quedale",fr,,1,0,0,[],[],https://twitter.com/_sadstatue/status/1336450968519651329,False,,,Suikon4|T_Bouhafs
2020-12-08 23:20:12 UTC,2020-12-08,23:20:12,0,_sadstatue,🦜,,@Suikon4 @T_Bouhafs Les deux sont anormaux hein sauf que les policiers sont payés pas l’Etat pour protéger la population et pas tirer sur des gens ou se foutre sur leur thorax sans raison; les gangsters ne prennent pas leurs ordre du gouvernement et connaissent les risques.,fr,,1,0,0,[],[],https://twitter.com/_sadstatue/status/1336450538049839104,False,,,Suikon4|T_Bouhafs
2020-12-08 23:17:06 UTC,2020-12-08,23:17:06,0,dadimadama,Daissam,,@YAOBUYAO @AA_Avocats @T_Bouhafs Hurler à l'islam continuellement n'a rien de laïc. Il faut arrêter de dévoyer la laïcité.,fr,,0,0,0,[],[],https://twitter.com/DadiMadama/status/1336449756298670082,False,,,YAOBUYAO|AA_Avocats|T_Bouhafs
2020-12-08 23:12:01 UTC,2020-12-08,23:12:01,0,coazun7556,Coazun7556,,"@Poulin2012 @T_Bouhafs @GaspardGlanz Discours de classe le nobliau, tendance extreme droite de villiers! Ça mine, la gueuserie qui debusque les benala, et autres!",fr,,0,0,0,[],[],https://twitter.com/coazun7556/status/1336448474976575497,False,,,Poulin2012|T_Bouhafs|GaspardGlanz
2020-12-08 23:11:49 UTC,2020-12-08,23:11:49,0,suikon4,Suikon,,"@_sadstatue @spostren @T_Bouhafs Une exception qui qui confirme la règle, si on fait les proportions je suis pas que ça te donne raison. Ils se font contrôler pour un excès de vitesse pas pour des stup. Pour le peu de gens qui ont des stup sur eux ils vont pas le montrer.",fr,,1,0,0,[],[],https://twitter.com/Suikon4/status/1336448427798904833,False,,,_sadstatue|spostren|T_Bouhafs
2020-12-08 23:10:08 UTC,2020-12-08,23:10:08,0,atebuena,Fingerella,,@laveritepradama @T_Bouhafs Le parallèle avec le film Les misérables est inquiétant.,fr,,0,0,0,[],[],https://twitter.com/AteBuena/status/1336448003364839428,False,,,laveritepradama|T_Bouhafs
2020-12-08 23:06:36 UTC,2020-12-08,23:06:36,0,suikon4,Suikon,,@_sadstatue @T_Bouhafs Un noir a 9x fois plus de chance de se faire tuer par un autre noir aux usa mais pour toi c’est les risques du métier c’est normal. Au contraire un flic qui tue qlq un c’est pas normal. Tu te rend même pas compte ce que y’a haine anti flic te fait dire,fr,,2,0,0,[],[],https://twitter.com/Suikon4/status/1336447111483826176,False,,,_sadstatue|T_Bouhafs
2020-12-08 23:06:31 UTC,2020-12-08,23:06:31,0,julesiiaze,Jules,,@minisd13 @DamienRieu @T_Bouhafs Un jour je vous enverrai « les » listes de comptes bloqués par Rieu. Vous allez rire !,fr,,0,0,0,[],[],https://twitter.com/JulesIiaze/status/1336447093221822468,False,,,minisd13|DamienRieu|T_Bouhafs
2020-12-08 23:03:31 UTC,2020-12-08,23:03:31,0,ekip667_bmf,Freeze Raël,,@Scquickk @GingerellaL @DamienRieu @T_Bouhafs Mouai  https://t.co/82M0K4U7Jb,fr,,0,0,0,[],[],https://twitter.com/Ekip667_BMF/status/1336446337265655808,False,,,Scquickk|GingerellaL|DamienRieu|T_Bouhafs
2020-12-08 23:01:52 UTC,2020-12-08,23:01:52,0,scquickk,Marmotte Duveuteuseu,,@Ekip667_BMF @GingerellaL @DamienRieu @T_Bouhafs Juste après ta #Remigration...,fr,,1,0,0,['remigration'],[],https://twitter.com/Scquickk/status/1336445923552006145,False,,,Ekip667_BMF|GingerellaL|DamienRieu|T_Bouhafs
2020-12-08 23:00:31 UTC,2020-12-08,23:00:31,0,alkaps3,le maçon franc,,"@T_Bouhafs Ils lui ont dit pas de contrôle, il a été sans pitié 😂 excellent",fr,,0,0,0,[],[],https://twitter.com/AlKaps3/status/1336445583914119174,False,,,T_Bouhafs
2020-12-08 22:54:54 UTC,2020-12-08,22:54:54,0,_sadstatue,🦜,,"@Suikon4 @spostren @T_Bouhafs Oh mais les gens friqués vendent aussi hein, ils se font même contrôler par la police pour excès de vitesse et repartent tranquille alors qu’ils ont des stups à 5 cm d’eux ☺️",fr,,1,0,0,[],[],https://twitter.com/_sadstatue/status/1336444167480815617,False,,,Suikon4|spostren|T_Bouhafs
2020-12-08 22:52:30 UTC,2020-12-08,22:52:30,0,_sadstatue,🦜,,"@Suikon4 @T_Bouhafs Mourir de la main d’un autre gang member c’est les risques du métier, mourir dans ton lit, dans ton jardin, dans ta voiture, dans la rue par un policier pour rien c’est pas normal.",fr,,1,0,0,[],[],https://twitter.com/_sadstatue/status/1336443563844972547,False,,,Suikon4|T_Bouhafs
2020-12-08 22:49:22 UTC,2020-12-08,22:49:22,0,_sadstatue,🦜,,@Suikon4 @T_Bouhafs Là maintenant ils restent plus tolérants que nous et je ne parlais pas spécialement de la Suède,fr,,0,0,0,[],[],https://twitter.com/_sadstatue/status/1336442777907957764,False,,,Suikon4|T_Bouhafs
2020-12-08 22:33:11 UTC,2020-12-08,22:33:11,0,jeanphilippefa5,jean-philippe faure,,"@Poulin2012 @T_Bouhafs @GaspardGlanz Il est d'une débilité ! Bon en même temps il est chez Truchot, c'est bon il est au niveau...",fr,,0,0,0,[],[],https://twitter.com/jeanphilippefa5/status/1336438703737237508,False,,,Poulin2012|T_Bouhafs|GaspardGlanz
2020-12-08 22:17:36 UTC,2020-12-08,22:17:36,0,mimijedi,terrienne écolo,,@RemyBuisine  @GaspardGlanz  @T_Bouhafs   On a besoin d'un coup de main pour faire bouger twitter   Nous sommes tous mobilisés pour que @AiphanMarcel récupère son compte  #RendezNousMarcel,fr,remybuisine|gaspardglanz|t_bouhafs|aiphanmarcel,0,3,3,['rendeznousmarcel'],[],https://twitter.com/mimijedi/status/1336434781366734851,False,https://twitter.com/LcrStefany/status/1335997981221335053,,
2020-12-08 22:15:17 UTC,2020-12-08,22:15:17,0,mickajoyeux,Micka🇲🇫 #jesoutienslapolic & pompier,,@CastagneurDe @Christ_France13 @T_Bouhafs A ces frais parce que moi je lui paye pas son billet !,fr,,0,0,1,[],[],https://twitter.com/Mickajoyeux/status/1336434200849899525,False,,,CastagneurDe|Christ_France13|T_Bouhafs
2020-12-08 22:14:38 UTC,2020-12-08,22:14:38,0,asapbelly,🇹🇳 果心居士 🇮🇹,,@T_Bouhafs Ont est pas raciste mais quand un mec ouvre un kebab dans un village ça fait des pétitions pour qu'ils ferment,fr,,0,0,0,[],[],https://twitter.com/AsapBelly/status/1336434033950150658,False,,,T_Bouhafs
2020-12-08 22:12:27 UTC,2020-12-08,22:12:27,0,nadness13,NadM,,"@Floki39263916 @muslim_flower5 @AA_Avocats @T_Bouhafs Comme quoi par exemple, développez que peuvent bien vouloir vous interdire les musulmans ? Nous ne sommes pas en terre d'islam donc........?",fr,,0,0,2,[],[],https://twitter.com/nadness13/status/1336433484143931393,False,,,Floki39263916|muslim_flower5|AA_Avocats|T_Bouhafs
2020-12-08 22:08:11 UTC,2020-12-08,22:08:11,0,emmanue38504925,🇨🇵Manu Le Patriote🇨🇵,,@T_Bouhafs De ta mère...,fr,,0,0,0,[],[],https://twitter.com/Emmanue38504925/status/1336432413229129731,False,,,T_Bouhafs
2020-12-08 22:07:52 UTC,2020-12-08,22:07:52,0,emmanue38504925,🇨🇵Manu Le Patriote🇨🇵,,@AA_Avocats @T_Bouhafs Vous rire moins quand le RN gagnera les élections en 2022...,fr,,0,0,0,[],[],https://twitter.com/Emmanue38504925/status/1336432332748808198,False,,,AA_Avocats|T_Bouhafs
2020-12-08 22:07:01 UTC,2020-12-08,22:07:01,0,emmanue38504925,🇨🇵Manu Le Patriote🇨🇵,,@anouchcomushian @T_Bouhafs Faut arrêter vos bêtises de révolutionnaires ratés...,fr,,0,0,0,[],[],https://twitter.com/Emmanue38504925/status/1336432119472599047,False,,,anouchcomushian|T_Bouhafs
2020-12-08 22:06:45 UTC,2020-12-08,22:06:45,0,inorial3,Inorial,,"@T_Bouhafs C'est une blague, c'est marrant comme Monsieur Meurice.",fr,,0,0,0,[],[],https://twitter.com/Inorial3/status/1336432051944361986,False,,,T_Bouhafs
2020-12-08 22:05:14 UTC,2020-12-08,22:05:14,0,emmanue38504925,🇨🇵Manu Le Patriote🇨🇵,,@T_Bouhafs Tu viendras pas pleurer le jour où il y aura ce que tu appelles de tes vœux...,fr,,0,0,0,[],[],https://twitter.com/Emmanue38504925/status/1336431671978160131,False,,,T_Bouhafs
2020-12-08 22:04:54 UTC,2020-12-08,22:04:54,0,inorial3,Inorial,,@T_Bouhafs Haha Bouhafs n'est pas raciste il dit juste qu'il y a des arabes de services.,fr,,0,0,0,[],[],https://twitter.com/Inorial3/status/1336431586523443201,False,,,T_Bouhafs
2020-12-08 22:02:32 UTC,2020-12-08,22:02:32,0,emmanue38504925,🇨🇵Manu Le Patriote🇨🇵,,"@T_Bouhafs Le CCIF dissout une bonne chose, il faudrait en arrêter les dirigeants...#StopIslam",fr,,0,0,0,['stopislam'],[],https://twitter.com/Emmanue38504925/status/1336430991976640514,False,,,T_Bouhafs
2020-12-08 22:00:50 UTC,2020-12-08,22:00:50,0,emmanue38504925,🇨🇵Manu Le Patriote🇨🇵,,@T_Bouhafs @Jacques_Pezet @AnaisCondomines 😂🤣😂 l'hôpital qui se fout de la charité...,fr,,0,0,0,[],[],https://twitter.com/Emmanue38504925/status/1336430563125846018,False,,,T_Bouhafs|Jacques_Pezet|AnaisCondomines
2020-12-08 22:00:06 UTC,2020-12-08,22:00:06,0,emmanue38504925,🇨🇵Manu Le Patriote🇨🇵,,"@T_Bouhafs @JuyRaphael @EricPiolle Pourquoi ces jeunes se sont-ils enfuis? Tu obéis à la police, tu n'a pas de problèmes... #SoutienAuxFDO",fr,,0,0,0,['soutienauxfdo'],[],https://twitter.com/Emmanue38504925/status/1336430376512856066,False,,,T_Bouhafs|JuyRaphael|EricPiolle
2020-12-08 21:58:50 UTC,2020-12-08,21:58:50,0,inorial3,Inorial,,"@T_Bouhafs #TahaBouhafs travaille pour #LePen, obliger. Il est un arabe de service extrêmement fervents.",fr,,0,0,0,"['tahabouhafs', 'lepen']",[],https://twitter.com/Inorial3/status/1336430061277372417,False,,,T_Bouhafs
2020-12-08 21:58:06 UTC,2020-12-08,21:58:06,0,emmanue38504925,🇨🇵Manu Le Patriote🇨🇵,,"@T_Bouhafs Celui qu'il faut éliminer c'est @RTErdogan , c'est lui le danger...",fr,rterdogan,0,0,0,[],[],https://twitter.com/Emmanue38504925/status/1336429874387488768,False,,,T_Bouhafs
2020-12-08 21:57:37 UTC,2020-12-08,21:57:37,0,wajdi59557554,Wajdi,,yo @T_Bouhafs tu pense qu ils vont offrir une carte d adhérent au 4eme arbitre de #PSGBASAKSEHIR le syndicat France police ??,fr,t_bouhafs,0,0,0,['psgbasaksehir'],[],https://twitter.com/Wajdi59557554/status/1336429753914581000,False,,,
2020-12-08 21:56:31 UTC,2020-12-08,21:56:31,0,emmanue38504925,🇨🇵Manu Le Patriote🇨🇵,,@T_Bouhafs @BFMTV @AbelMestre C'est parce qu'ils ont les ordres pour ne pas le faire...,fr,,0,0,0,[],[],https://twitter.com/Emmanue38504925/status/1336429475089805315,False,,,T_Bouhafs|BFMTV|AbelMestre
2020-12-08 21:55:08 UTC,2020-12-08,21:55:08,0,emmanue38504925,🇨🇵Manu Le Patriote🇨🇵,,"@T_Bouhafs Exactement... Et comme le dis ce cher général Sissi, l'islam est au dessus des lois de la République... A ce président @EmmanuelMacron qui est lâche, je rappelle que la république n'a jamais à utiliser la force pour assimiler... Il faut appliquer les bonnes vieilles méthodes...",fr,emmanuelmacron,0,0,0,[],[],https://twitter.com/Emmanue38504925/status/1336429130393530368,False,,,T_Bouhafs
2020-12-08 21:53:00 UTC,2020-12-08,21:53:00,0,yena_marre,yena marre,,@OlivierSigaut @steelskin_42 @T_Bouhafs @christine_kelly @CNEWS Pas sur c'est un plaisir de passer une heure sans pub. 😄😄😄,fr,,0,0,0,[],[],https://twitter.com/yena_marre/status/1336428591043710983,False,,,OlivierSigaut|steelskin_42|T_Bouhafs|christine_kelly|CNEWS
2020-12-08 21:51:39 UTC,2020-12-08,21:51:39,0,emmanue38504925,🇨🇵Manu Le Patriote🇨🇵,,@laveritepradama @T_Bouhafs Au le pauvre bichon... Ouinouon,fr,,0,0,0,[],[],https://twitter.com/Emmanue38504925/status/1336428249912664065,False,,,laveritepradama|T_Bouhafs
2020-12-08 21:51:01 UTC,2020-12-08,21:51:01,0,yena_marre,yena marre,,@T_Bouhafs Pas fait 😂😂,fr,,0,0,0,[],[],https://twitter.com/yena_marre/status/1336428090470359049,False,,,T_Bouhafs
2020-12-08 21:50:42 UTC,2020-12-08,21:50:42,0,emmanue38504925,🇨🇵Manu Le Patriote🇨🇵,,@T_Bouhafs On la donne vraiment à n'importe qui... Même pas capable d'aligné un tweet dans un français correcte...,fr,,0,0,0,[],[],https://twitter.com/Emmanue38504925/status/1336428011353206784,False,,,T_Bouhafs
2020-12-08 21:48:30 UTC,2020-12-08,21:48:30,0,voltuan,Voltuan-Redde,,Halte la dictature en #Egygte #AlSissi stop aux ventes d'armes !! Non au tapis rouge !! Des milliers de prisonniers de torturés de morts !! #Macron complice !! @alancelin @davduf @AA_Avocats @T_Bouhafs @PLudosky @Ludivine_Bantig @LarrereMathilde @Clem_Autain @AudreyPulvar  https://t.co/dH73Y6OgFL,fr,alancelin|davduf|aa_avocats|t_bouhafs|pludosky|ludivine_bantig|larreremathilde|clem_autain|audreypulvar,0,1,6,"['egygte', 'alsissi', 'macron']",[],https://twitter.com/Voltuan/status/1336427458535546882,False,,,
2020-12-08 21:43:25 UTC,2020-12-08,21:43:25,0,teenas_teranga,Teeñas,,"@LAC0V @T_Bouhafs Et elle on la laisse développer malgré tout, car elle n'est pas la première concernée ...",fr,,0,0,0,[],[],https://twitter.com/Teenas_Teranga/status/1336426180740853760,False,,,LAC0V|T_Bouhafs
2020-12-08 21:43:07 UTC,2020-12-08,21:43:07,0,jcouignoux,Ju CGX,,"@Suikon4 @spostren @T_Bouhafs Oui c'est justement ça le problème, être contrôler en permanence par rapport à des signes extérieurs.",fr,,0,0,0,[],[],https://twitter.com/JCouignoux/status/1336426105801232385,False,,,Suikon4|spostren|T_Bouhafs
2020-12-08 21:41:47 UTC,2020-12-08,21:41:47,0,teenas_teranga,Teeñas,,"@sarasansh9 @T_Bouhafs Ils étaient obligés de présenter une opinion contraire aux précédentes, mais clairement n'avaient pas envie qu'il développe, mais il a l'air concis le jeune homme, l'expérience ne s'explique pas , tout est dans son regard blasé  🤣🤣🤣🤣",fr,,0,0,2,[],[],https://twitter.com/Teenas_Teranga/status/1336425770152054786,False,,,sarasansh9|T_Bouhafs
2020-12-08 21:39:35 UTC,2020-12-08,21:39:35,0,jcouignoux,Ju CGX,,@Biaise @7AEl_Professor @T_Bouhafs @BarbieMouth c'est aussi une expression  pour dire qu'on a pas hésité (utilisée à priori dans notre cas),fr,,0,0,0,[],[],https://twitter.com/JCouignoux/status/1336425216159997958,False,,,Biaise|7AEl_Professor|T_Bouhafs|BarbieMouth
2020-12-08 21:34:44 UTC,2020-12-08,21:34:44,0,cafodra,SiCaContinueFodraKsaCesse,,@nomadacivitano @CedricMas @T_Bouhafs faut répondre ou faut mépriser l'ignorance ou la malfaisance ?  https://t.co/56pvkhb7v9,fr,t_bouhafs,0,0,0,[],[],https://twitter.com/CaFodra/status/1336423994757689345,False,,,nomadacivitano|CedricMas
2020-12-08 21:28:53 UTC,2020-12-08,21:28:53,0,yappaf0,Yappaf 0T0,,"@Rafael5e @Poulin2012 @T_Bouhafs @GaspardGlanz Bernard ,tant d'années consacrée aux plateaux TV et toujours aussi inculte  : quelle indignité",fr,,0,0,2,[],[],https://twitter.com/Yappaf0/status/1336422522028486657,False,,,Rafael5e|Poulin2012|T_Bouhafs|GaspardGlanz
2020-12-08 21:25:18 UTC,2020-12-08,21:25:18,0,colinecm,Coline Clavaud-Mégevand,,@T_Bouhafs Elle te passe le bonjour 😊😘,fr,,0,0,0,[],[],https://twitter.com/colinecm/status/1336421621729464326,False,,,T_Bouhafs
2020-12-08 21:19:10 UTC,2020-12-08,21:19:10,0,dgeklas,🇫🇷Klas-Sick🇫🇷,,@T_Bouhafs Pas envie de monter un peu les gars ?,fr,,0,0,0,[],[],https://twitter.com/DgeKlas/status/1336420078594748429,False,,,T_Bouhafs
2020-12-08 21:10:56 UTC,2020-12-08,21:10:56,0,muslim_flower5,muslim flower🌸,,@Floki39263916 @AA_Avocats @T_Bouhafs Qui veut vous interdire quelque chose ⁉️ Chacun est libre de pratiquer et de croire ou pas ⁉️,fr,,0,0,1,[],[],https://twitter.com/muslim_flower5/status/1336418006159777794,False,,,Floki39263916|AA_Avocats|T_Bouhafs
2020-12-08 21:09:26 UTC,2020-12-08,21:09:26,0,floki39263916,Belzébuth,,"@muslim_flower5 @AA_Avocats @T_Bouhafs En France elle tend à essayer d'interdire certaines pratiques qui nous sont chères ( je te parle du véritable Islam , pas de l'islam édulcoré )",fr,,2,0,0,[],[],https://twitter.com/Floki39263916/status/1336417629091868676,False,,,muslim_flower5|AA_Avocats|T_Bouhafs
2020-12-08 21:06:25 UTC,2020-12-08,21:06:25,0,galliju,Julien.,,Le hashtag #ArbitreRacistes arrive en TT sur Twitter. @YLeBolloch retweete le tweet de @GaccioB qui soutenait @T_Bouhafs et retourne picoler une bolée de cidre.,fr,ylebolloch|gacciob|t_bouhafs,1,0,0,['arbitreracistes'],[],https://twitter.com/Galliju/status/1336416866282196994,False,,,
